SYS_CPU,"data for tables to call ""SAPOS",,,,
SYS_DATA,System Data,,,,
SYS_DATA_CONTNR,System Data Container Change (From=>To),,,,
SYS_ENTRY_DATE,System Entry Date,,,,
SYS_ID,SYS ID,,,,
SYS_NET_TIME,Time in the System Layer,,,,
SYS_PROPERTIES,DBOSC: Key=Value List Separated By ';',,,,
SYS_SELECT,"'1' Data from First System, '2' Data from Second System",,,,
SYS_STATUS,System Status,,,,
SYS_STATUS_DLFL,Notification is marked for Deletion,,,,
SYS_STATUS_TOOLTIP,Tooltip for system status,,,,
SYS_TIME,Total Time of Request,,,,
SYS_TYPE,SND=Sender / RCV=Receiver,,,,
SYUNAME,"SAP System, User Logon Name",,,,
SYUZEIT,"Date and Time, Current Application Server Time",,,,
SY_DATUM,Date,,,,
SY_LANGU,Sprache,,,,
SZ,Suma zarobitku/dokhodu us'oho za zvitnyj period,,,,
SZAST,Interest Income Tax Calculation,,,,
SZAST,Interest income tax calculation,,,,
SZBMETH,Interest Calc. Method,,,,
SZCOEFF,Company size coefficient,,,,
SZCOEFF,Company size factor,,,,
SZENTRIES,Entries as String,,,,
SZINSART,Interest Type,,,,
SZINSBE,Debit Interest,,,,
SZINSPZ,Debit Interest Percentage Rate,,,,
SZLINNR,Number of LIN Section,,,,
SZNSTATTXT,Text for Scenario Status,,,,
SZO_ROLE,ID of a Role in Portfolio Assignment (PFO),,,,
SZP,Suma zarobitku/dokhodu us'oho (dlja pensiyi) za zvitnyj peri,,,,
SZSREF,Reference Interest Rate,,,,
SZSREFVZ,+/- sign,,,,
SZSUM,Amount as String,,,,
S_ACTION,Flag ( 'X' or ' ' ),,,,
S_AMOUNT,Sign for total refund/payment,,,,
S_BLDAT,Opening Document Date,,,,
S_BUDAT,Opening Posting Date,,,,
S_CALL_NOW,Flag ( 'X' or ' ' ),,,,
S_CALL_OFF,Flag ( 'X' or ' ' ),,,,
S_CALL_PAR,Text field TRPARI parameter pa,,,,
S_CHECKED,Flag ( 'X' or ' ' ),,,,
S_D,from day,,,,
S_DATE,0,,,,
S_DEBIT,Sign for debit transactions,,,,
S_DEBIT_OTHER,Sign for other debit transactions,,,,
S_DESCRIPTION,Description of cost estimate,,,,
S_DS,Additional information of Seniority,,,,
S_DS_IN,Additional information of Seniority: Additional,,,,
S_ERNAM,Sender: Creator of the document,,,,
S_EXEMPT_ZERO,Sign for total amount of zero and exempt transactions,,,,
S_EXISTS,Flag ( 'X' or ' ' ),,,,
S_G,from year,,,,
S_ICM,Service: ICM Service,,,,
S_INDEX,Index of Cost estimate,,,,
S_INDEX,KW Framework: Index 0-99,,,,
S_ITS,Service: Integrated ITS,,,,
S_KEY,0,,,,
S_LEVEL,0,,,,
S_LEVEL,Signal set on level,,,,
S_LOCKFLAG,Flag ( 'X' or ' ' ),,,,
S_LOCKTYPE,Flag ( 'X' or ' ' ),,,,
S_M,from month,,,,
S_MESSAGE,Success message text,,,,
S_NS,0:insignif 1:Smoker 2: Non Smoking,,,,
S_NUMBER,0,,,,
S_NUM_BYTE,Number of the byte in TADIR-CPROJECT,,,,
S_OBJECT,Source object,,,,
S_OS,Code of Calculating Seniority,,,,
S_OS_IN,Position of Hazardous Working Conditions: Additional,,,,
S_OU,Code of Hazardous Working Conditions,,,,
S_OU_IN,Code of Calculating Seniority: Additional,,,,
S_PATH_NUMBER,Path number for fields of field type S,,,,
S_PROC_IND,Special processing indicator,,,,
S_READONLY,Flag ( 'X' or ' ' ),,,,
S_RESULT,Text field TRPARI command (len,,,,
S_SELECT,Flag ( 'X' or ' ' ),,,,
S_STATUS,System status line,,,,
S_TAX_TRAN,Tax Transfered (HR-CIS),,,,
S_TAX_TRANSF,Tax Transfered,,,,
S_TU,Code of Regional Working Conditions,,,,
S_TU,HR Valuation rules for Superannuation Fund of Russia (PF),,,,
S_TU_IN,Code of Regional Working Conditions: Additional,,,,
S_TYPE,Type of database object,,,,
S_UNAME,Sender: Person responsible,,,,
S_UNIT_ISO,ISO code for unit of measurement,,,,
S_UNIT_ISO,Sales unit in ISO code,,,,
S_VAT_DEBIT,Sign for VAT amount in debit transactions,,,,
S_VAT_DEBIT_OTHER,Sign for VAT amount in other debit transactions,,,,
S_VAT_EQUIP,Sign for VAT amount in equipment,,,,
S_VAT_OTHER,Sign for VAT amount in other input transactions,,,,
S_VDS,Additional information of Long Service,,,,
S_VDS_IN,Additional information of Long Service: Additional,,,,
S_VMC,Service: VMC,,,,
S_VOS,Code of Long Service,,,,
S_VOS_IN,Code of Long Service: Additional,,,,
T,Time,,,,
TAB,Tab Name,,,,
TAB,Table for Set,,,,
TABANAD,DB6: last date of tables/indexes analysis,,,,
TABANAT,DB6: last time of tables/indexes analysis,,,,
TABART,Checks whether data type is correct,,,,
TABART,Technical settings data type,,,,
TABCLASS,Table Type,,,,
TABCMP,'X'/'':  GEN/DEPTAB Compar. Before/After Parall. Act. On/Off,,,,
TABCT,TABLE_CAT,,,,
TABCTRL,Tab Control ID,,,,
TABCTRL,Tab control ID,,,,
TABDATA,Data size in KB,,,,
TABENABLED,Accessibility via tab-key navigation.,,,,
TABENTRIES,Total entries in table,,,,
TABEZ,Rate description,,,,
TABFORM,Form in which the Table is Implemented in the Database,,,,
TABFUNC,Function,,,,
TABGROWTH,Growth of the table (in KB),,,,
TABH,Internal Table Header,,,,
TABHREF,Internal Table Reference,,,,
TABID,Sequence number of table,,,,
TABINDEX,Index in document table,,,,
TABINDEX,Index of Internal Tables,,,,
TABINDEX,Text line of an Oracle SQL Command Editor statement,,,,
TABIX,Line Index,,,,
TABIX_LIS_BW,Pointer to Item Data/Document Conditions LIS/BW Recompilat.,,,,
TABKAT,Table size category,,,,
TABKEY,Table Key Data of Change Pointer,,,,
TABKIND,"Standard, Sorted, Hashed (TK_* Attribute)",,,,
TABLE,"C=CREF, I = INTR",,,,
TABLE,Table Name,,,,
TABLECNT,DB6: number of related tables,,,,
TABLECONTROL,Name of a Table Control,,,,
TABLEKB,DB6: total size of tables located in object,,,,
TABLEKEY,BC Sets: Character Field of Length 150,,,,
TABLELINE,Table row,,,,
TABLEM,Record Length of the Table,,,,
TABLEN,Table Length in Bytes,,,,
TABLEN,Version Management,,,,
TABLEN,Width of table in the version data base,,,,
TABLENAME,Table name,,,,
TABLENUM,DB6: number of tables located in object,,,,
TABLEOPTIONS,Table options on locking and memory,,,,
TABLEOPTS,Table/index option,,,,
TABLEOWNER,TABLE OWNER,,,,
TABLEOWNER,Table Owner,,,,
TABLEPOINT,Counter,,,,
TABLES,Number of Tables in DBSpace,,,,
TABLESET,Table Record Number (Aggregated Data Query),,,,
TABLESPACE,Oracle monitoring: Tablespace name,,,,
TABLESPACE_NAME,Name of the tablespace,,,,
TABLESPACE_NAME,Name of the tablespace containing the LOB segment,,,,
TABLESPACE_NAME,Name of the tablespace containing the index,,,,
TABLETYPE,DD: Flag if it is a table,,,,
TABLETYPE,Table type,,,,
TABLE_ALIAS,Alias,,,,
TABLE_CAPTION,Caption for Result table,,,,
TABLE_CNT,Table count,,,,
TABLE_COLUMNS,Number of Scrollable Columns,,,,
TABLE_DESCR,Description,,,,
TABLE_FUNCTION,table role,,,,
TABLE_HEADER_TEXT,Heading of Value Table,,,,
TABLE_ID,SQL Server table obj,,,,
TABLE_ID,SQL Server table object ID,,,,
TABLE_ID,Table Id,,,,
TABLE_KIND,Table kind acc. CL_ABAP_TABLEDESCR,,,,
TABLE_L,Object Used in the Trace Statement,,,,
TABLE_LOCK,Indicates whether table locking is enabled (ENABLED),,,,
TABLE_NAME,Table Name,,,,
TABLE_NAME_LABEL,Table Name,,,,
TABLE_NO,Condition table,,,,
TABLE_NO,Table number,,,,
TABLE_ORG,Table Name of Organizational Units,,,,
TABLE_ORG_SID,SID of Organization Table,,,,
TABLE_OWNER,Table Owner,,,,
TABLE_ROWS,Number od Table Rows,,,,
TABLE_SCANS,V9.7: Number of Table Scans,,,,
TABLE_SCHEMA,Schema name for table,,,,
TABLE_SCHEMA,Table schema,,,,
TABLE_SPC,Name of tablespace,,,,
TABLE_STATUS,Table Name of Status Types,,,,
TABLE_STATUS_DESCR,Table Description,,,,
TABLE_SZ,Table size in kb,,,,
TABLE_T,Text,,,,
TABLE_TEXT,Text: Table Key,,,,
TABLE_TITLE_BROK,Title for Broker History Table Control,,,,
TABLE_TITLE_CORR,Title for Alternative Correspondence Recipient Table Control,,,,
TABLE_TITLE_MANDIST,Title for Manual Distribution Table Control,,,,
TABLE_TITLE_OP,Title for Outgoing Payments for Table Control,,,,
TABLE_TITLE_PP,Title for Payment Plan Changes Table Control,,,,
TABLE_TITLE_PPP,Title for Payment Plan Items Table Control,,,,
TABLE_TITLE_WHV,Title for TableControl Valid Variable Withholding Tax Supp.,,,,
TABLE_TYPE,"Type of Table Type (STANDARD, SORTED etc.)",,,,
TABLFD,Sequence Number of Table,,,,
TABLNAME,Table Name (3.0),,,,
TABLNM,Table Name,,,,
TABLOAD,SAP Workload: Workload: Byte,,,,
TABLSIZE,Size of table in MB,,,,
TABLTP,Table Type,,,,
TABL_BASE,Base table,,,,
TABL_CDATA,Number of Internal Tables with Direct Character Content,,,,
TABL_CNV,Convert transparent table,,,,
TABL_DATA,Number of Internal Tables with abap:data Attribute,,,,
TABL_LOG,Log table,,,,
TABL_NOINS,Number of Table Lines that Could not Be Inserted,,,,
TABL_WELEM,Number of Incorrect Element Names in Internal Tables,,,,
TABNAM,Table Structure Name,,,,
TABNAME,Table Name,,,,
TABNAME_GUID,Table name,,,,
TABNOM,Personnel number,,,,
TABNOTFOUN,Flag ( 'X' or ' ' ),,,,
TABNR,Reference Number to Table Part,,,,
TABNUM,pernr number,,,,
TABNUMBER,Employee number,,,,
TABPOS,Position in a Repetition Group,,,,
TABPOS,Position in einer Wiederholgruppe,,,,
TABPOS,Version Management,,,,
TABSCHEMA,ADMIN_GET_TAB_INFO: Table Schema,,,,
TABSEQNR,Sequence Number in Table Part of Table Infotype,,,,
TABSF_FBYCONTROW,Table fetch by continued row,,,,
TABSF_FBYROWID,Table fetch by rowid,,,,
TABSF_LGTABSCAN,Long table scans,,,,
TABSF_SHTABSCAN,Short table scans,,,,
TABSIZE,Size of table in kilobytes,,,,
TABSIZE,Size of the table (in KB),,,,
TABSIZE,Table Size,,,,
TABSIZEKB,DB6: total size of tables in KB,,,,
TABSPACE,DB2/MVS - Tablespace in which tables reside,,,,
TABSPACE,Tablespace Name for Indexes for DB2 Universal Database,,,,
TABS_QUERY_SEQ,sequence number for a query tabstrip,,,,
TABT,"(= SQTT, VIET)",,,,
TABTEXT,View,,,,
TABTYPE,"Type of an internal table: STANDARD, SORTED, or HASHED",,,,
TABUNT,Generates TABU ICNV30L/ICNV31L in Transport Request,,,,
TABUNTTR,Generates Single Tabu Entries per Table in Transport,,,,
TABU_NAME,Table Name,,,,
TABW,Del. Date Var.,,,,
TAB_ALLOTHERS,tabstrip title ALLOTHERS,,,,
TAB_DBSCHEMA,tabstrip title DBSCHEMA,,,,
TAB_DESC,Table Description,,,,
TAB_FLE_ID,table_file_id: File ID for the Table,,,,
TAB_INDEX,Tab index,,,,
TAB_IN_RCV_OUT,Table in Receiver,,,,
TAB_IN_SND_OUT,Synonym Table for Sender access,,,,
TAB_LINE,Table Row,,,,
TAB_MARK,Selection for Table Control,,,,
TAB_NAME,Table Name,,,,
TAB_NAME_ID,TAB NAME ID,,,,
TAB_NAME_ID,Tab Name ID,,,,
TAB_NAME_T,Tab name text,,,,
TAB_NO,Table Number,,,,
TAB_PERFORM,tabstrip title PERFORM,,,,
TAB_PLANCACHE,tabstrip title PLANCACHE,,,,
TAB_ROLLNAME,Field Name in Structure for Subtable,,,,
TAB_SELECTEDROW,Selected row at overview table,,,,
TAB_SQLPACKAGES,tabstrip title SQLPACKAGES,,,,
TAB_STATUS,Tabname or pattern in CNVSTATE,,,,
TAB_SW,"dbmon_sw_settings: SQLM_OFF, SQLM_ON",,,,
TAB_TITLE,Title of the TAB control,,,,
TAB_TYPE,Table Type,,,,
TAB_WIDTH,Table Width (Nametab) in Bytes,,,,
TACT,Transaction,,,,
TAC_WRITE,Indicator 'Writes TAC Data',,,,
TADATE,Date of transaction,,,,
TADEC,Transportation Allowance Decimal Part,,,,
TADPY,Total Additional Payment of Employees,,,,
TAG,"If present, this attribute may identify an unknown or misspe",,,,
TAGE_URLAUB,Leave/Absence Days,,,,
TAGFI,Tag identifier,,,,
TAGID,Day ID,,,,
TAGLINE,Line in Tag Table,,,,
TAGNAME,Name of Tag,,,,
TAGS,String of space-separated tags,,,,
TAGS,Tags,,,,
TAG_IMPLICIT,Chart Indicator Implicit Layout,,,,
TAG_LEVEL,Level,,,,
TAG_NAME,Tag Name,,,,
TAG_TYPE,Type,,,,
TAG_VALUE,Tag Value,,,,
TAIDSAP,SAP Key of Time Analysis,,,,
TAIKA,Work time,,,,
TAINT,Transportation Allowance Integer Part,,,,
TAKEN_BY,to be taken by,,,,
TALTX,Transportation Allowance Text,,,,
TAL_D,Total Allowance Dhs,,,,
TAL_F,Total Allowance Fils,,,,
TAMBOL,Sub-District,,,,
TAMO_LOG_SWITCH,Switch for TAMO Log,,,,
TAMT,Total Wages,,,,
TAM_CAMPO,Field size,,,,
TAM_FONTE,Font size,,,,
TAND,Box 2B - taxable N D,,,,
TANNO,Tax Deduction Account Number,,,,
TARA,Weight in Kg,,,,
TARCD,Tariff Code,,,,
TARDESCR,Description of Final Step,,,,
TARGET,Used to indicate whether the request is for the Test or Prod,,,,
TARGETCOST,Target Costing,,,,
TARGETDATE,Target date,,,,
TARGETDATE_DT,Second Date for Period-Related Processing,,,,
TARGETDESC,Description of target type,,,,
TARGETEXPR,Definition of Target Expression,,,,
TARGETFUNDPAL_ID,Target Fund Range,,,,
TARGETMODE,Internal or External,,,,
TARGETNAME,Lock Argument from Target,,,,
TARGETNS,Target Namespace,,,,
TARGETSTID,Site Type ID,,,,
TARGET_ABSTYPE,Absolute type name,,,,
TARGET_AGGR_DATA_CLASS,Target Data Class for Aggregates,,,,
TARGET_CLASS,Valid Environments Target,,,,
TARGET_CLIENT,target client,,,,
TARGET_COM,"Comment Character, Must be at Start of Line in Target Lang.",,,,
TARGET_COMPID,Name (ID) of a reporting component,,,,
TARGET_DATA_CLASS,Target Data Class,,,,
TARGET_DATE,Target Completion Date,,,,
TARGET_DB,Target database,,,,
TARGET_DOCUMENT_TYPE,Type of the document to be created,,,,
TARGET_ENTITY_TYPE,Technical name,,,,
TARGET_FUL,Flag (table TARGET filled),,,,
TARGET_GROUP_DESCR,Name,,,,
TARGET_HOURS,0,,,,
TARGET_INVALID,Target Value Invalid,,,,
TARGET_LC,Technical Description of Logical Components,,,,
TARGET_LOCATION,Host:Port of TREX Service,,,,
TARGET_LOGSYS,Logical system,,,,
TARGET_MAPPING,The target value of the merge block,,,,
TARGET_OBJECT_EXTID,Object key,,,,
TARGET_OBJECT_GROUPING,Group of object types,,,,
TARGET_OBJECT_ID,Object key,,,,
TARGET_OBJECT_LINK_TYPE,Object link type,,,,
TARGET_PROXY,STCM: Target proxy name,,,,
TARGET_QTY,Target quantity in sales units,,,,
TARGET_QU,Target quantity UoM,,,,
TARGET_SYS,Logical Destination (Specified in Function Call),,,,
TARGET_SYS,Target System,,,,
TARGET_SYSTEM,Key Name of Business System,,,,
TARGET_TEMPL,Target Template,,,,
TARGET_TYPE,Floorplan (F) or Screen (S),,,,
TARGET_TYPE,Target Type,,,,
TARGET_URL,Target URL,,,,
TARGET_VAL,Cumulative Planned Value,,,,
TARGET_VALUE,predicted value after a reorg run,,,,
TARGET_VALUE_EXISTS,detemines if the target value exists in the table,,,,
TARGET_WRK,Name of Target Structure,,,,
TARGRPB_CD,Tariff Variant,,,,
TARGRPB_TT,Description of Tariff Variant,,,,
TARGTYP_MIX,Booked with current target group and different target group,,,,
TARGTYP_OTHER,Booked with different target group,,,,
TARGTYP_TARGET,Booked with current target group,,,,
TARGVAL,Measuring point target value,,,,
TARG_ID,target livelink data id,,,,
TARG_QTY_D,Factor for converting sales units to base units (target qty),,,,
TARG_QTY_N,Factor for converting sales units to base units (target qty),,,,
TARIFART,Rate Type,,,,
TARIFARTG,Rate Type,,,,
TARIFF,Reason for reduction,,,,
TARIFFZONE_CD,Tariff zone,,,,
TARIFF_CODE,Tax Tariff Code,,,,
TARIFF_TYPE,1 = ONE WAY ; 21 = RETURN (use table GDEB),,,,
TARPREM_AM,Tariff Premium,,,,
TARSRVMEM,Amount of memory SQL Server is,,,,
TARSYSTEM,Target System,,,,
TARSYSTEM,Target system for request,,,,
TARSYSTEM,Transport Target,,,,
TARSYSTEM,Transport destination of a request,,,,
TARSYSTEM,Transport target,,,,
TARSYSTEM_CELL_VARIANT,"Cell Variant for the Column ""Transport Target""",,,,
TARSYSTEM_DESCRIPTION,Description of the Transport Target,,,,
TARTE,Repayment Type,,,,
TAR_DL_QTY,Target Delivery Qty,,,,
TASK,Maintenence of Business Partner,,,,
TASKCAT,Obsolete,,,,
TASKICON,Task icon,,,,
TASKID_FIELD,parameter for task_id,,,,
TASKNAME,Name Under which Task Was Started,,,,
TASKNAME,PRICATconfirmation task name,,,,
TASKNAME,Task name,,,,
TASKNR,Computed Total Number of Tasks,,,,
TASKREF,Task reference,,,,
TASKTYPE,SAP Workload NW Collector: Task Type (Raw Format),,,,
TASKTYPE,SAP Workload: Workload: Byte,,,,
TASK_CATE_DESC,Task Category Description,,,,
TASK_DETAILS,"Details description, e.g. error text",,,,
TASK_ID,Number,,,,
TASK_INFO,Task Information,,,,
TASK_NAME,Task Name,,,,
TASK_NUMBER,Task Number,,,,
TASK_OID,Task ID,,,,
TASK_STATUS,"Status of task /check: E=Error, I=Initial, C=Complete",,,,
TASK_TIMESTAMP,Last Changed Timestamp of Task,,,,
TASK_TYPE,Task Type,,,,
TASK_TYPE_OUT,Task Type Output,,,,
TASK_TYPE_TEXT,Text for Task Type,,,,
TASK_UID,The unique identifier of the task.,,,,
TASK_UPDATES_RESOURCE,Specifies whether updates to tasks update resources.,,,,
TASK_UPDATES_RESOURCE,Whether updates to tasks update resources.,,,,
TATIME,Time of transaction,,,,
TATX,Total Wages TX,,,,
TATXB,Transportation Allowance Baisa,,,,
TAUSE,Usage Type of Time Analysis,,,,
TAX,"             					Tax code in which the service is ",,,,
TAX,Tax,,,,
TAXABILITYTYPE,Taxability Type,,,,
TAXABLE_BASE,BaseImp:Taxable base,,,,
TAXABLE_BASE,baseImponible:total taxable base amount of same tax group,,,,
TAXABLE_INCOME,Taxable income,,,,
TAXABLE_INCOME_DET_AVAILABLE,Determination of taxable income - per the details available,,,,
TAXABLE_INCOME_DET_EST,Determination of taxable income - By estimation,,,,
TAXABLE_NET_AMT,ImpNeto:Taxable net amount,,,,
TAXACCF_FG,Indicator for Tax Posted,,,,
TAXADV,Tax allowance,,,,
TAXAMOUNT,Tax Amount in Document Currency,,,,
TAXAMOUNT,Tax amount,,,,
TAXAMOUNTCHANGE,Tax Change Amount,,,,
TAXAMOUNT_AM,Tax Amount,,,,
TAXAPPRAISAL_CD,Tax Recognition,,,,
TAXAPPRAISAL_ID,Tax Recognition,,,,
TAXAPPRAISAL_TT,Description of Tax Recognition,,,,
TAXB,Integer Part of Tax,,,,
TAXBASE,Tax base,,,,
TAXBASEGROUP_ID,Reference to Associated Tax Journal Entry,,,,
TAXBASE_AM,Amount of Tax Assessment Basis,,,,
TAXBASE_CD,Tax Assessment Basis,,,,
TAXBASE_TT,Description of Tax Assessment Base,,,,
TAXBEGIN_DT,Tax Start Date,,,,
TAXCATEGORY,Tax Category,,,,
TAXCD,Employee tax code,,,,
TAXCHANGESIGN,Tax Change Amount Sign,,,,
TAXCLASNODEID,Node ID,,,,
TAXCODE,Tax on sales/purchases code,,,,
TAXCODE_ID,Tax Code,,,,
TAXCOMPONENT,TaxComponent,,,,
TAXDATE,Date of Calculation of Sales/Purchase Tax,,,,
TAXDATE,Date on which tax deducted,,,,
TAXDEPT,Total Tax Deposited,,,,
TAXDEP_CTY,Tax departure country,,,,
TAXDST_CTY,Tax destination country,,,,
TAXEND_DT,Tax End Date,,,,
TAXEVENT,Tax Event,,,,
TAXEXEMPTSTAT_FG,FS-PM: Tax Exemption,,,,
TAXEXEMPT_CD,Scope of Tax Exemption,,,,
TAXEXESTAT_FG,FS-PM: Tax Exemption,,,,
TAXFN,Tax file no,,,,
TAXFN,Tax file no.,,,,
TAXFR,Tax-Free Threshold,,,,
TAXFROM,Tax From,,,,
TAXID,Tax ID,,,,
TAXID_EXT,Tax ID Extension,,,,
TAXINVRED,VAT proportion of automatic invoice reduction amount,,,,
TAXIW,Tax Indicator: Plant (Purchasing),,,,
TAXJOUR_ID,Tax Journal ID,,,,
TAXJURCODE,Tax Jurisdiction,,,,
TAXJURISDI,Tax jurisdiction code level,,,,
TAXKEY,Interface key HR Pay/FI-TV for tax codes,,,,
TAXLAWICMS,Tax law: ICMS,,,,
TAXLAWIPI,Tax law: IPI,,,,
TAXN,Tax Rate,,,,
TAXNUMBER,Tax Number,,,,
TAXNUMBERTYPE,Tax Number Type,,,,
TAXOF,Tax office,,,,
TAXONOMY_CLASS,Taxonomy Class,,,,
TAXONOMY_NAME,Attribut name (Taxonomy name),,,,
TAXONOMY_NAME,Taxnomy name,,,,
TAXPAYERINFO_CD,Information on Tax Payer,,,,
TAXPAYER_TT,Name of Tax Payer,,,,
TAXPROCEDURE,Tax Procedure,,,,
TAXRATE,Rate at which tax deducted / collected,,,,
TAXRATEID,Tax Rate Id,,,,
TAXRATE_VL,Tax Rate,,,,
TAXREFERENCE,Tax reference,,,,
TAXREGION,Tax Region,,,,
TAXR_CNTRY,Country for Tax Reporting,,,,
TAXS,Decimal Part of Tax,,,,
TAXTO,Tax To,,,,
TAXTX,Reimbursement type,,,,
TAXTX,Tax Text: European Union Member,,,,
TAXTYPE,Tax Type,,,,
TAXTYPETEXT,Tax Type Text,,,,
TAXTYPE_CD,Tax Type,,,,
TAXTYPE_TT,Tax Type Description,,,,
TAXUSAGE_ID,Usage Type of Tax,,,,
TAXVAR_CD,FS-PM: Tax Variant,,,,
TAXWORKSTEP_CD,Tax Processing Step,,,,
TAXWORKSTEP_TT,Description of Tax Processing Step,,,,
TAXYEAR,Tax year,,,,
TAXYR,Tax Year,,,,
TAX_AM,Tax Amount,,,,
TAX_AMOUNT,Tax amount,,,,
TAX_AMT,Importe:Amount of other tax,,,,
TAX_ASSOC,Association tax,,,,
TAX_AUTHORITY_CODE,Receiving Tax Authority Code,,,,
TAX_AUTH_CODE,Tax authority code,,,,
TAX_AUTH_NAME,Tax authority name,,,,
TAX_BASE,Tax base,,,,
TAX_BASE_DESC,Tax Base Description,,,,
TAX_BEGDD,Formatted day,,,,
TAX_BEGMM,Formatted month,,,,
TAX_BEGYY,Formatted year,,,,
TAX_CALB,Integer Part of Tax Calculated,,,,
TAX_CALC,Tax calculated,,,,
TAX_CALS,Decimal Part of Tax Calculated,,,,
TAX_CLASS_CD,TAX_CLASS,,,,
TAX_CODE,Tax on sales/purchases code,,,,
TAX_DATE,Date Relevant for Determining the Tax Rate,,,,
TAX_DEC_PER,Tax Declaration Period,,,,
TAX_DEPART,Tax departure country,,,,
TAX_DESC,Description of Other tax,,,,
TAX_DEST_CT,Tax destination country,,,,
TAX_DUE,Amount of tax due on taxable income,,,,
TAX_ENDDD,Formatted day,,,,
TAX_ENDMM,Formatted month,,,,
TAX_ENDYY,Formatted year,,,,
TAX_ERROR,VAT proportion of vendor error,,,,
TAX_FRAUD_PREVENTION_NUMBER,Information that is legally required in Germany,,,,
TAX_GROSS,Taxable payment,,,,
TAX_GROUP,codigo:  J_1ATAXID,,,,
TAX_GROUP_DESC,descripcion,,,,
TAX_HOLD,Tax withheld,,,,
TAX_IND,Tax indicator for service (Purchasing),,,,
TAX_INSP_CODE,Tax Inspection Code,,,,
TAX_JURISDICTION_CODE,Region code of tax area,,,,
TAX_JUR_CD,Tax jurisdiction code - Location for tax calculation,,,,
TAX_LEVY,Levied to tax authority,,,,
TAX_NO,INCOME TAX NUMBER,,,,
TAX_NUMBER,Tax number of trading partner,,,,
TAX_PAIDB,Integer Part of Tax Computed from Net Income,,,,
TAX_PAIDS,Decimal Part of Tax Computed from Net Income,,,,
TAX_PAYERB,Integer Part of Taxpayer,,,,
TAX_PAYERS,Decimal Part of Taxpayer,,,,
TAX_PER,TAX Period,,,,
TAX_RATE,Tax rate,,,,
TAX_RECK,reckoned for this year liability,,,,
TAX_RELEVANT,Tax-Relevant (At Present for Brazil Only),,,,
TAX_RET,Tax returned for previous periods,,,,
TAX_TOT,Pre-paid total tax,,,,
TAX_TOTAL_AMOUNT,"             							Tax total amount             						",,,,
TAX_TYPE,Tax type,,,,
TAX_WITHHOLDING,Tax Withholding,,,,
TAX_YEAR,TAX Year,,,,
TAYTEPAL,Salaries of filling time,,,,
TAYTETUN,Hours of filling time,,,,
TBAMT,Amount,,,,
TBBIS,Provision Interest to,,,,
TBEIN,Loan Commitment Interest,,,,
TBETRG,Gross remuneration for temporary assignment,,,,
TBMAX,TbControl: number of positions,,,,
TBNAME,Table Name,,,,
TBNAME,Tablespace name,,,,
TBOM_GUID,AGS_TBOM_GUID,,,,
TBOM_STATUS,TBOM Status,,,,
TBOM_STATUS_TEXT,TBOM Status text,,,,
TBOM_TEXT,AGS_TBOM_DESCRIPTION,,,,
TBPER,Periodic Rhythm in Months,,,,
TBPOS,TbControl: top position,,,,
TBSAL,Trasferred Basic Salary,,,,
TBSANAD,DB6: last date of tablespace analysis,,,,
TBSANAT,DB6: last time of tablespace analysis,,,,
TBSIC,basic salary,,,,
TBSNAME,DB6: Tablespacename,,,,
TBSNUM,DB6: number of tablespace in DB,,,,
TBSPACEID,Internal identifier for the index table space.,,,,
TBSP_CUR_POOL_ID,tbsp_curr_pool_id: current bufferpool ID,,,,
TBSP_ID,Tablespace ID,,,,
TBSP_NUM_RANGES,tbsp_num_ranges,,,,
TBSP_NXT_POOL_ID,tbsp_next_pool_id: bufferpool ID at next startup,,,,
TBSP_PENDING_FREE_PAGES,tbsp_pending_free_pages,,,,
TBSSTATE,"e.g. Normal, Load Pending, ...",,,,
TBS_ACTIVE,Tab Page Active (Yes/No),,,,
TBS_ID,Tablespace ID,,,,
TBS_NAME,Tablespace Name,,,,
TBS_TYPE,"Mgmt Type (DMS, SMS)",,,,
TBTKZ,Indicator: Subsequent Debit/Credit,,,,
TBTKZ,Indicator: subsequent debit/credit,,,,
TBVON,Provision Date from,,,,
TBX,Row Number in Template,,,,
TBZIN,Loan Commitment Interest Rate in %,,,,
TB_EALC_OR_TOTPOW,Taxe base recalcated ethyl alcohol/total power of vehicl.,,,,
TB_LAYER_LOCKED,SLL: HTMLB Toolbar Layer Status,,,,
TB_LAYER_SELECTED,SLL: HTMLB Toolbar for Selected Layers,,,,
TC,Name of Table Control,,,,
TC,Path to Directory of Test Cases,,,,
TCASE,Testcase,,,,
TCASEID,Testcase ID,,,,
TCATEGORY_DESC,Table Category Description,,,,
TCBO,Time/Cycles Between Overhauls,,,,
TCBSV,Time/Cycles Between Scheduled Shop Visits,,,,
TCB_TIME,Total TCB Time,,,,
TCC,Time/Cycle Code,,,,
TCLAS,Transaction class for data storage,,,,
TCLASS,Testcase Class,,,,
TCNAME,Name of table control,,,,
TCNAME,Table Control Name,,,,
TCNM,W-2C corrected name,,,,
TCNR,Control Number,,,,
TCODE,Terminal Code,,,,
TCODE_CH,Current Transaction Code,,,,
TCODE_CR,Current Transaction Code,,,,
TCODE_TEXT,Report Title,,,,
TCOL,Column position of end ID (>= 0),,,,
TCOLOR,Color display of a hierarchy node,,,,
TCOMPID,Component ID,,,,
TCOR,Correction W-2 flag,,,,
TCOR,Correction flag,,,,
